PID,EntryNum,APIImageCaption,User Query,User Location,User Comments,User Trust,User Satisfaction,Coded Acc:Coverage,Coded Acc:Specificity,Coded Acc:Accuracy,Coded User Goal,Coded Lower Location,Coded Higher Location,Coded User Reaction to Result,Photo Properties,Photo Content,Photo Link
P1,13,a close up of a flower,what was in the picture,photo album,I’m having difficulty taking photos with the app but it let me upload this one without problems,4,5,2,3,3,identifySubject,"['Used outdoors', 'Used in an unfamiliar space', 'Used in a public space']",NA,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Photo is clear', 'Taken at an eye level photo subject', 'Close-up Photo']","['Plants', 'Immobile object', 'Group of similar items']",DiaryEntryData/DiaryEntryPhotos/P1_13_11_12_22.jpg
P1,14,a screenshot of a person wearing a garment,what the screenshot was that a friend sent me,photo album,NA,3,4,2,2,2,identifySubject,"['Used indoors', 'Used in an unfamiliar space', 'Used in a public space', 'Used at school']",Used in Educational Sites (schools),[],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Photo is clear', 'Midrange Photo']","['Person', 'Clothing', 'Digital content']",DiaryEntryData/DiaryEntryPhotos/P1_14_11_12_22.jpg
P1,15,a flower in a vase,what was on the table,Restaurant,NA,4,5,2,2,3,identifySubject,"['Used at restaurant', 'Used in an unfamiliar space', 'Used in a public space', 'Used indoors']","Used in Recreational/Leisure Areas (restaurants, parks, historical sites, etc.)",[],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Photo is clear', 'Taken at an eye level photo subject', 'Close-up Photo']","['Object on furniture', 'Containers', 'Plants', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P1_15_11_12_22.jpg
P1,16,a wood cabinet with a white device and a white device on it,what was on the back of the pew,church,NA,3,4,2,1,1,identifySubject,"['Used indoors', 'Used in an unfamiliar space', 'Used in a public space', 'Used at spiritual site']","Used in Recreational/Leisure Areas (restaurants, parks, historical sites, etc.)",[],"['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Documents', 'Furniture', 'Object on furniture', 'Immobile object', 'stationery']",DiaryEntryData/DiaryEntryPhotos/P1_16_11_12_22.jpg
P1,17,a bottle of soda on a table,what was on the table,work break room,NA,3,4,2,2,2,identifySubject,"['Used at work', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used at Participant's Work,[],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Beverage', 'Object on furniture', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P1_17_11_14_22.jpg
P1,18,a plant in a pot,what was on that side of the room,work break room,NA,4,5,2,2,2,identifySubject,"['Used at work', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used at Participant's Work,[],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Photo is clear', 'Taken at an eye level photo subject', 'Midrange Photo']","['Plants', 'Containers', 'Object on furniture', 'Immobile object', 'stationery', 'Hanging object']",DiaryEntryData/DiaryEntryPhotos/P1_18_11_14_22.jpg
P1,19,a chair and a desk,what was next to the door,work break room,NA,2,2,2,2,2,identifySubject,"['Used indoors', 'Used in a familiar space', 'Used in a public space', 'Used at work']",Used at Participant's Work,[],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Cleaning supplies', 'Furniture', 'Emergency object', 'Hanging object']",DiaryEntryData/DiaryEntryPhotos/P1_19_11_14_22.jpg
P1,20,a pair of glasses on a table,what was on the table,work break room,it’s apparently flowers in a vase,1,1,2,2,1,identifySubject,"['Used at work', 'Used in a familiar space', 'Used in a public space', 'Used indoors']",Used at Participant's Work,['Critique of result'],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Photo is clear', 'Taken at an eye level photo subject', 'Close-up Photo']","['Object on furniture', 'Containers', 'Plants', 'Reflective Surface', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P1_20_11_14_22.jpg
P1,21,a poster on a wall,what was on the wall,work,NA,4,5,2,1,2,identifySubject,"['Used indoors', 'Used in a familiar space', 'Used in a public space', 'Used at work']",Used at Participant's Work,[],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Hanging object', 'stationery', 'Documents']",DiaryEntryData/DiaryEntryPhotos/P1_21_11_14_22.jpg
P9,1,a black rectangle with a white line across the center,items on counter,my kitchen,no items described,1,1,3,3,2,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Photo subject of interest is occluded', 'Photo subject not captured', 'Camera lens has an occlusion', 'Black screen']",['Black screen'],DiaryEntryData/DiaryEntryPhotos/P9_1_12_12_22.jpg
P9,2,a coffee cup and a banana on a table,description of a coffee cup,in my kitchen,it gave me a description of what was on the counter. But not of what the coffee cup looks like which I wanted to find out,4,2,2,3,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Mixed reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Beverage', 'Kitchenware', 'Immobile object', 'Furniture', 'Object on furniture', 'Electronic device', 'Reflective Surface', 'Home appliance', 'Decorative image']",DiaryEntryData/DiaryEntryPhotos/P9_2_12_14_22.jpg
P9,3,a toilet paper roll on a toilet,description of a jug,in my kitchen,"The only thing I can imagine is the little bag coal gum may have gotten in the picture, very far off from toilet paper holder",1,5,2,1,1,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Taken at an eye level photo subject', 'Photo is clear', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Close-up Photo']","['Beverage', 'Furniture', 'Object on furniture', 'Reflective Surface', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P9_3_12_22_22.jpg
P9,4,a white toilet with a blue lid,A second try to get description of jug,in my kitchen,it told me toilet lid white,1,5,3,1,1,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject partially-captured', 'Photo is clear', 'Close-up Photo']","['Beverage', 'Furniture', 'Object on furniture', 'Reflective Surface', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P9_4_12_22_22.jpg
P9,5,a blue digital clock,description of thermostat display,my house,"still absolutely wrong, the best this app has done so far",2,2,3,3,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Taken from below photo subject', 'Photo subject is blurry', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Close-up Photo']","['Hanging object', 'Immobile object', 'Digital content', 'Text', 'Home appliance', 'Electronic device', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P9_5_12_23_22.jpg
P9,6,a woman taking a selfie,selfie of wonan,a hallway,correct but details needed,4,4,3,3,3,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Mixed reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Person', 'Mobile object', 'Body part']",DiaryEntryData/DiaryEntryPhotos/P9_6_12_23_22.jpg
P9,7,a woman with her head in her hands and a man with a mustache,ppl,car,NA,3,3,3,2,1,noSpecificGoal,"['Used in a vehicle', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)",[],"['Photo is well-lit', 'Uneven lighting', 'Taken at an eye level photo subject', 'Photo is clear', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Close-up Photo']","['Person', 'Mobile object', 'Body part', 'Multiple objects of interest', 'Vehicle']",DiaryEntryData/DiaryEntryPhotos/P9_7_12_25_22.jpg
P9,8,a person holding a bottle in a car,nada,car,false info,1,1,2,3,2,noSpecificGoal,"['Used in a vehicle', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)","['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject partially-captured', 'Photo is clear', 'Close-up Photo']","['Person', 'Vehicle', 'Containers', 'Mobile object', 'Multiple objects of interest', 'Group of similar items', 'Body part', 'Food']",DiaryEntryData/DiaryEntryPhotos/P9_8_12_25_22.jpg
P9,9,a person sitting in a car,description of 11 year old,car,Details needed,3,4,3,2,3,identifyFeatures,"['Used in a vehicle', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)","['Reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject partially-captured', 'Photo is clear', 'Close-up Photo']","['Person', 'Vehicle', 'Clothing', 'Mobile object', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P9_9_12_25_22.jpg
P9,10,a person taking a selfie,description of me,car,details needed,3,3,3,2,3,identifyFeatures,"['Used in a vehicle', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)","['Reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Person', 'Body part', 'Openings', 'Mobile object']",DiaryEntryData/DiaryEntryPhotos/P9_10_12_25_22.jpg
P9,11,a close up of a person's face,nothing took pic by accident,car,no details,1,3,3,2,1,noSpecificGoal,"['Used in a vehicle', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)","['Reaction to result', 'Critique of result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject partially-captured', 'Photo subject is blurry', 'Close-up Photo']","['Body part', 'Person']",DiaryEntryData/DiaryEntryPhotos/P9_11_12_25_22.jpg
P9,12,a car with a door open,bath of car,car,NA,2,1,3,2,1,noSpecificGoal,"['Used in a vehicle', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)",[],"['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken from above photo subject', 'Photo subject partially-captured', 'Photo is clear', 'Midrange Photo']","['Vehicle', 'Immobile object', 'Openings', 'Object out of reach', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P9_12_12_25_22.jpg
P9,13,a screenshot of a video game,an accurate description,in front of a TV,The television was showing a movie. It was not any type of game on the tv,2,3,3,1,1,noSpecificGoal,"['Used indoors', 'Used in a private space']",NA,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo subject is blurry', 'Close-up Photo', 'Light glare from photo subject']","['Digital content', 'Electronic device', 'Recreational object', 'Inconvenient to inspect by touch', 'Person']",DiaryEntryData/DiaryEntryPhotos/P9_13_12_26_22.jpg
P9,14,a white electrical outlet,A type of face soap,A bathroom,i’m not sure if my boottle showed up in the photo. I do know my camera was pointing towards an electric outlet,4,3,1,2,2,identifyFeatures,"['Used indoors', 'Used in a private space']",NA,"['Reaction to result', 'Uncertainty because of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Selfcare Object', 'Immobile object', 'Furniture', 'Object on furniture', 'Text']",DiaryEntryData/DiaryEntryPhotos/P9_14_12_26_22.jpg
P9,15,a bottle of soap,The name of the face soap,A bathroom,I did not get any information. I already knew it was a bottle of soap. App is out of date compared to other apps on the market that describe photos,3,2,2,2,3,identifyFeatures,"['Used indoors', 'Used in a private space']",NA,"['Reaction to result', 'Negative reaction to result', 'Comparison to similar apps']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Selfcare Object', 'Immobile object', 'Furniture', 'Object on furniture', 'Text']",DiaryEntryData/DiaryEntryPhotos/P9_15_12_26_22.jpg
P9,16,a person in a garment,accuracy of television screen,in front of a television,"The description was pretty close, it was a person in a hammock",3,5,3,2,3,identifySubject,"['Used indoors', 'Used in a private space']",NA,"['Reaction to result', 'Positive reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo subject is blurry', 'Close-up Photo', 'Light glare from photo subject']","['Digital content', 'Electronic device', 'Recreational object', 'Inconvenient to inspect by touch', 'Person']",DiaryEntryData/DiaryEntryPhotos/P9_16_12_26_22.jpg
P9,17,a close-up of a person's arm,Photo happen by accident,sitting on an arm of a chair,how do you get a persons arm. That is my leg. That’s a huge arm if true,1,2,3,2,1,noSpecificGoal,"['Used indoors', 'Used in a private space']",NA,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken from above photo subject', 'Photo subject partially-captured', 'Photo subject is blurry', 'Close-up Photo', 'Night photography']","['Body part', 'Person', 'Clothing', 'Mobile object']",DiaryEntryData/DiaryEntryPhotos/P9_17_12_26_22.jpg
P9,18,a close up of a motor,description of mug,kitchen,Very inaccurate,1,1,2,2,1,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Kitchenware', 'Furniture', 'Object on furniture', 'Electronic device', 'Home appliance', 'Text', 'Immobile object', 'Reflective Surface']",DiaryEntryData/DiaryEntryPhotos/P9_18_01_03_23.jpg
P9,19,a white coffee cup,description of mug,kitchen,it told me it was a white mug but there was no description that a person would gather for a photo.,4,2,2,3,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Mixed reaction to result', 'Critique of result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken from above photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Kitchenware', 'Furniture', 'Object on furniture', 'Electronic device', 'Home appliance', 'Text', 'Immobile object', 'Reflective Surface']",DiaryEntryData/DiaryEntryPhotos/P9_19_01_03_23.jpg
P9,20,a woman's hand holding a white phone,description of mug,kitchen,it said it woman’s holding a white phone. It’s really a woman’s arm holding a mug and I wanted a description of it,2,1,3,3,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Close-up Photo']","['Kitchenware', 'Immobile object', 'Text', 'Object on hand', 'Body part', 'Person']",DiaryEntryData/DiaryEntryPhotos/P9_20_01_03_23.jpg
P7,1,a laptop with a man's face on the screen,whether someone's face could be detected on my screen via Zoom,at home in front of my computer,surprisingly accurate,4,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'Surprised by result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'High contrast between foreground and main subject', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Close-up Photo']","['Electronic device', 'Immobile object', 'Person', 'Digital screen']",DiaryEntryData/DiaryEntryPhotos/P7_1_11_14_22.jpg
P7,2,a bottle of alcohol,type of wine,"in my room, on my bed, at night",missed that it was specifically a wine bottle. could not identify the type of wine.,3,2,2,3,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo is clear', 'Photo subject partially-captured', 'Photo subject of interest is not occluded', 'Side-lit photo subjects', 'Close-up Photo', 'Taken from above photo subject']","['Food', 'Immobile object', 'Containers', 'Reflective Surface', 'Object on furniture', 'Furniture']",DiaryEntryData/DiaryEntryPhotos/P7_2_11_14_22.jpg
P7,3,a building with a tree in the front,"weather conditions: whether there was snow on the ground or not, whether it was cloudy or sunny",in my bedroom in the morning,It would be great to be able to obtain scene/atmospheric descriptions rather than just objects,3,2,1,3,3,describeScene,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Photo is clear', 'Overall Photo', 'Taken from above photo subject', 'Photo subject fully captured', 'Photo subject of interest is occluded', 'Even lighting']","['Plants', 'Building', 'Inconvenient to inspect by touch', 'Immobile object', 'Mutliple objects of interest', 'Object out of reach']",DiaryEntryData/DiaryEntryPhotos/P7_3_11_15_22.jpg
P7,4,a blue plastic container with a label,what kind of body mist was this,my bathroom,"In this user's opinion, any app of this sort without a good, strong OCR is incomplete. OCR, in this case, may have been able to provide sufficient information for me to identify the type of body mist this is.",3,1,3,3,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Photo is clear', 'High contrast between foreground and main subject', 'Photo subject partially-captured', 'Photo subject of interest is not occluded', 'Taken from above photo subject', 'Uneven lighting', 'Close-up Photo']","['Immobile object', 'Containers', 'Selfcare Object', 'Object on furniture', 'Furniture']",DiaryEntryData/DiaryEntryPhotos/P7_4_11_15_22.jpg
P7,5,a mug with a picture of a person on it,what was pictured on the coffee mug,in my room,"This one was better. It tells me that this is probably one of two of my James Bond-themed mugs, though both have his picture on them portrayed by various actors, so perhaps a little more detail about the man's characteristics would have helped.",3,4,2,3,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Close-up Photo', 'Photo subject partially-captured', 'Photo is clear', 'Taken at an eye level photo subject', 'Photo subject of interest is not occluded', 'High contrast between foreground and main subject']","['Immobile object', 'Kitchenware', 'Object on furniture', 'Furniture', 'Decoration', 'Decorative image on object']",DiaryEntryData/DiaryEntryPhotos/P7_5_11_16_22.jpg
P7,6,a knife with a red and white handle,the nature of the graphic on this Artemic t-shirt,"in my bedroom, looking in my rather dark closet","This description is obviously completely off. A suggestion, if I may: There was once a free blindness/image-recognition app out of Canada called iDentifi which used search engine image results to match up with photos taken. The results gained from this app were always, if you’ll forgive the pun, stellar!",1,1,2,1,1,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Comparison to similar apps', 'Suggestions for improvement']","['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'Close-up Photo', 'Taken at an eye level photo subject', 'Photo subject of interest is not occluded', 'Photo subject partially-captured']","['Immobile object', 'Clothing', 'Hanging object', 'Decorative image on object', 'Symbolic object']",DiaryEntryData/DiaryEntryPhotos/P7_6_11_17_22.jpg
P7,7,a close up of a blue curtain,whether the light was on or off on my computer's battery charger,in my bedroom,"Completely off again, though I may have also inadvertently taken the blue PJs I had on! Still surprised that even a hint of a light was not at all mentioned.",2,1,2,2,1,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Surprised by result']","['Photo is well-lit', 'Photo subject is blurry', 'Photo background is blurry', 'Taken at an eye level photo subject', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Close-up Photo', 'Uneven lighting']","['Electronic device', 'Immobile object', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P7_7_11_17_22.jpg
P7,8,text,a description of an image posted under a tweet,in front of my computer,"from what little I can see, the image was centered decently, even though it was below text, though the image itself was also possibly text. Another good reason to include OCR in apps of this kind!",1,1,1,1,2,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Photo is clear', 'Taken from above photo subject', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Even lighting', 'Close-up Photo']","['Electronic device', 'Digital screen', 'Inconvenient to inspect by touch', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P7_8_11_20_22.jpg
P7,9,a screenshot of a video game,a description of the photo on the computer screen,in front of my computer,About the only thing it got was that I was in front of an electronic device. No clue at all as to what the picture was of.,2,2,1,1,1,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Photo is clear', 'Close-up Photo', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Even lighting', 'Taken at an eye level photo subject']","['Electronic device', 'Digital screen', 'Inconvenient to inspect by touch', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P7_9_11_20_22.jpg
P7,10,a plate with food on it,what type of food this was,in my kitchen,One would have expected that the AI would have at least been able to detect a pie,3,2,3,2,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Photo is clear', 'Taken from above photo subject', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Even lighting', 'Close-up Photo', 'High contrast between foreground and main subject']","['Immobile object', 'Kitchenware', 'Furniture', 'Object on furniture']",DiaryEntryData/DiaryEntryPhotos/P7_10_11_25_22.jpg
P7,11,a man posing for a picture,which shirt I'm wearing,in front of my computer,"Not sure why I was defined as male, but…",2,2,3,2,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Confused by result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Taken at an eye level photo subject', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Close-up Photo']","['Electronic device', 'Digital screen', 'Person', 'Immobile object', 'Inconvenient to inspect by touch', 'Clothing']",DiaryEntryData/DiaryEntryPhotos/P7_11_11_26_22.jpg
P7,12,a tablet with a keyboard,a description of the flag in this photo,in front of my computer,"While I may have inadvertently captured my keyboard (as uploading photos directly is not working for me), the AI should be able to determine what is centered or primary focus.",1,1,3,2,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Close-up Photo', 'Taken at an eye level photo subject', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'High contrast between foreground and main subject']","['Electronic device', 'Digital screen', 'Symbolic object', 'Immobile object', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P7_12_11_26_22.jpg
P7,13,a white board with a drawing on it,the basic object that was in this photo,in front of my computer,Fails to recognize basic headphones…,1,1,2,2,1,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo subject is blurry', 'Photo is well-lit', 'Even lighting', 'Taken at an eye level photo subject', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Close-up Photo']","['Electronic device', 'Digital screen', 'Immobile object', 'Inconvenient to inspect by touch', 'Office device', 'Computer peripheral']",DiaryEntryData/DiaryEntryPhotos/P7_13_11_26_22.jpg
P7,14,a computer keyboard and a monitor,"just your basic, what's in the photo?",in front of my computer,This may have been a little more difficult as it is a Braille display.,3,2,3,3,2,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Being forgiving of AI errors']","['Photo subject is blurry', 'Photo is well-lit', 'Taken at an eye level photo subject', 'Close-up Photo', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Even lighting']","['Electronic device', 'Digital screen', 'Immobile object', 'Inconvenient to inspect by touch', 'Office device', 'Computer peripheral']",DiaryEntryData/DiaryEntryPhotos/P7_14_11_26_22.jpg
P7,15,a clock on a keyboard,description of this wall clock,in front of my computer,"Best one today, though a more detailed description of the clock’s characteristics would make it better.",3,4,3,3,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Photo is clear', 'Taken at an eye level photo subject', 'Close-up Photo', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Even lighting']","['Electronic device', 'Decoration', 'Hanging object', 'Inconvenient to inspect by touch', 'Immobile object', 'Framed object', 'Digital screen']",DiaryEntryData/DiaryEntryPhotos/P7_15_11_26_22.jpg
P7,16,a butterfly on a laptop,description of what was in the photo,in front of my computer,"Well, it picked up on the laptop but did a horrible job of describing what was in the photo…",2,2,2,2,1,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Photo is clear', 'Taken at an eye level photo subject', 'Close-up Photo', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Uneven lighting']","['Electronic device', 'Decoration', 'Immobile object', 'Digital screen', 'Plants', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P7_16_11_27_22.jpg
